x,F(x),f(x)
0.000000,0.000000,1.000000
0.010000,0.010000,0.999950
0.020000,0.019999,0.999800
0.030000,0.029996,0.999550
0.040000,0.039989,0.999200
0.050000,0.049979,0.998750
0.060000,0.059964,0.998201
0.070000,0.069943,0.997551
0.080000,0.079915,0.996802
0.090000,0.089879,0.995953
0.100000,0.099833,0.995004
0.110000,0.109778,0.993956
0.120000,0.119712,0.992809
0.130000,0.129634,0.991562
0.140000,0.139543,0.990216
0.150000,0.149438,0.988771
0.160000,0.159318,0.987227
0.170000,0.169182,0.985585
0.180000,0.179030,0.983844
0.190000,0.188859,0.982004
0.200000,0.198669,0.980067
0.210000,0.208460,0.978031
0.220000,0.218230,0.975897
0.230000,0.227978,0.973666
0.240000,0.237703,0.971338
0.250000,0.247404,0.968912
0.260000,0.257081,0.966390
0.270000,0.266731,0.963771
0.280000,0.276356,0.961055
0.290000,0.285952,0.958244
0.300000,0.295520,0.955336
0.310000,0.305059,0.952334
0.320000,0.314567,0.949235
0.330000,0.324043,0.946042
0.340000,0.333487,0.942755
0.350000,0.342898,0.939373
0.360000,0.352274,0.935897
0.370000,0.361615,0.932327
0.380000,0.370920,0.928665
0.390000,0.380188,0.924909
0.400000,0.389418,0.921061
0.410000,0.398609,0.917121
0.420000,0.407760,0.913089
0.430000,0.416871,0.908966
0.440000,0.425939,0.904752
0.450000,0.434966,0.900447
0.460000,0.443948,0.896052
0.470000,0.452886,0.891568
0.480000,0.461779,0.886995
0.490000,0.470626,0.882333
0.500000,0.479426,0.877583
0.510000,0.488177,0.872745
0.520000,0.496880,0.867819
0.530000,0.505533,0.862807
0.540000,0.514136,0.857709
0.550000,0.522687,0.852525
0.560000,0.531186,0.847255
0.570000,0.539632,0.841901
0.580000,0.548024,0.836463
0.590000,0.556361,0.830941
0.600000,0.564642,0.825336
0.610000,0.572867,0.819648
0.620000,0.581035,0.813878
0.630000,0.589145,0.808028
0.640000,0.597195,0.802096
0.650000,0.605186,0.796084
0.660000,0.613117,0.789992
0.670000,0.620986,0.783822
0.680000,0.628793,0.777573
0.690000,0.636537,0.771246
0.700000,0.644218,0.764842
0.710000,0.651834,0.758362
0.720000,0.659385,0.751806
0.730000,0.666870,0.745174
0.740000,0.674288,0.738469
0.750000,0.681639,0.731689
0.760000,0.688921,0.724836
0.770000,0.696135,0.717911
0.780000,0.703279,0.710914
0.790000,0.710353,0.703845
0.800000,0.717356,0.696707
0.810000,0.724287,0.689498
0.820000,0.731146,0.682221
0.830000,0.737931,0.674876
0.840000,0.744643,0.667463
0.850000,0.751280,0.659983
0.860000,0.757843,0.652437
0.870000,0.764329,0.644827
0.880000,0.770739,0.637151
0.890000,0.777072,0.629412
0.900000,0.783327,0.621610
0.910000,0.789504,0.613746
0.920000,0.795602,0.605820
0.930000,0.801620,0.597834
0.940000,0.807558,0.589788
0.950000,0.813416,0.581683
0.960000,0.819192,0.573520
0.970000,0.824886,0.565300
0.980000,0.830497,0.557023
0.990000,0.836026,0.548690
1.000000,0.841471,0.540302
1.010000,0.846832,0.531861
